touchpoint_id,customer_id,channel,touchpoint_date,touchpoint_time,is_first_touch,is_last_touch,journey_position,journey_length,session_duration_sec,page_views,cost_usd,converted,revenue_usd,region,device,industry,product
8687,CUST_E45823AF,Influencer,2025-04-02,20:48:10,False,False,6,8,8,4,4.931,False,0,North America,Desktop,Manufacturing,
8688,CUST_E45823AF,Direct,2025-04-04,03:13:30,False,False,7,8,22,10,0.2227,False,0,North America,Desktop,Manufacturing,
8689,CUST_E45823AF,Paid Search,2025-04-15,12:51:41,False,True,8,8,322,5,4.6749,True,240,North America,Desktop,Manufacturing,Add-on Bundle
8690,CUST_DD28E506,Email,2024-09-10,21:35:01,True,False,1,4,117,6,0.6015,False,0,North America,Desktop,Healthcare,
8691,CUST_DD28E506,Paid Social,2024-09-12,12:59:14,False,False,2,4,93,10,4.1476,False,0,North America,Desktop,Healthcare,
8692,CUST_DD28E506,Paid Search,2024-09-15,03:50:55,False,False,3,4,4,7,9.4687,False,0,North America,Desktop,Healthcare,
8693,CUST_DD28E506,Paid Social,2024-09-15,17:13:01,False,True,4,4,505,8,8.5418,False,0,North America,Desktop,Healthcare,
8694,CUST_2D969E2C,Video Ads,2024-12-13,06:26:50,True,True,1,1,283,1,5.0998,False,0,MEA,Desktop,Finance,
8695,CUST_4B4EDC26,Organic Search,2025-03-22,02:27:48,True,False,1,8,19,1,0.9645,False,0,LATAM,Mobile,Healthcare,
8696,CUST_4B4EDC26,Paid Social,2025-03-22,13:09:25,False,False,2,8,53,8,4.0553,False,0,LATAM,Mobile,Healthcare,
8697,CUST_4B4EDC26,Email,2025-03-30,17:16:26,False,False,3,8,388,4,0.8779,False,0,LATAM,Mobile,Healthcare,
8698,CUST_4B4EDC26,Organic Search,2025-03-31,01:20:35,False,False,4,8,56,4,0.9139,False,0,LATAM,Mobile,Healthcare,
8699,CUST_4B4EDC26,Email,2025-03-31,11:11:39,False,False,5,8,89,12,0.7716,False,0,LATAM,Mobile,Healthcare,
8700,CUST_4B4EDC26,Direct,2025-04-02,19:26:46,False,False,6,8,327,4,0.1978,False,0,LATAM,Mobile,Healthcare,
8701,CUST_4B4EDC26,Organic Search,2025-04-17,14:33:36,False,False,7,8,240,2,0.7554,False,0,LATAM,Mobile,Healthcare,
8702,CUST_4B4EDC26,Influencer,2025-04-17,15:18:27,False,True,8,8,92,1,3.5746,True,240,LATAM,Mobile,Healthcare,Add-on Bundle
8703,CUST_06D5AE10,Organic Search,2025-05-28,11:55:50,True,False,1,3,522,12,0.484,False,0,Europe,Tablet,Finance,
8704,CUST_06D5AE10,Influencer,2025-06-05,06:04:49,False,False,2,3,173,1,2.3913,False,0,Europe,Tablet,Finance,
8705,CUST_06D5AE10,Video Ads,2025-06-14,09:24:15,False,True,3,3,125,1,2.0423,False,0,Europe,Tablet,Finance,
8706,CUST_FEA9C11C,Paid Search,2024-03-23,13:02:36,True,False,1,4,12,1,10.7161,False,0,LATAM,Desktop,Media,
8707,CUST_FEA9C11C,Paid Social,2024-04-02,02:53:52,False,False,2,4,207,3,1.7361,False,0,LATAM,Desktop,Media,
8708,CUST_FEA9C11C,Display Ads,2024-04-16,09:02:18,False,False,3,4,349,1,1.7641,False,0,LATAM,Desktop,Media,
8709,CUST_FEA9C11C,Paid Search,2024-05-06,01:52:42,False,True,4,4,35,11,5.4431,False,0,LATAM,Desktop,Media,
8710,CUST_4AECFBE5,Paid Social,2024-05-16,13:15:15,True,False,1,3,179,1,2.8571,False,0,MEA,Mobile,Healthcare,
8711,CUST_4AECFBE5,Paid Search,2024-05-21,12:56:00,False,False,2,3,15,4,10.7171,False,0,MEA,Mobile,Healthcare,
8712,CUST_4AECFBE5,Organic Search,2024-06-12,07:09:23,False,True,3,3,11,2,1.5727,False,0,MEA,Mobile,Healthcare,
8713,CUST_CD3AFEF9,Organic Search,2024-08-13,11:35:09,True,False,1,4,19,4,0.6653,False,0,North America,Desktop,Logistics,
8714,CUST_CD3AFEF9,Display Ads,2024-08-14,23:21:26,False,False,2,4,258,4,3.3499,False,0,North America,Desktop,Logistics,
8715,CUST_CD3AFEF9,Influencer,2024-08-15,10:29:07,False,False,3,4,187,1,3.2114,False,0,North America,Desktop,Logistics,
8716,CUST_CD3AFEF9,Influencer,2024-08-16,12:21:49,False,True,4,4,120,7,3.9147,False,0,North America,Desktop,Logistics,
8717,CUST_DB116B39,Paid Search,2024-06-29,00:37:54,True,False,1,2,58,7,5.7668,False,0,MEA,Tablet,Tech,
8718,CUST_DB116B39,Display Ads,2024-07-04,10:43:18,False,True,2,2,537,7,1.5096,False,0,MEA,Tablet,Tech,
8719,CUST_1368BA1A,Direct,2025-01-25,08:50:45,True,False,1,8,309,6,0.1527,False,0,MEA,Mobile,Healthcare,
8720,CUST_1368BA1A,Email,2025-01-26,01:29:23,False,False,2,8,8,2,1.0881,False,0,MEA,Mobile,Healthcare,
8721,CUST_1368BA1A,Email,2025-02-11,01:26:51,False,False,3,8,6,2,0.3634,False,0,MEA,Mobile,Healthcare,
8722,CUST_1368BA1A,Video Ads,2025-02-14,07:56:40,False,False,4,8,98,1,3.0218,False,0,MEA,Mobile,Healthcare,
8723,CUST_1368BA1A,Paid Search,2025-02-27,02:35:23,False,False,5,8,454,6,6.9754,False,0,MEA,Mobile,Healthcare,
8724,CUST_1368BA1A,Email,2025-03-15,06:16:13,False,False,6,8,294,2,0.9708,False,0,MEA,Mobile,Healthcare,
8725,CUST_1368BA1A,Paid Search,2025-03-15,10:29:02,False,False,7,8,252,1,9.0569,False,0,MEA,Mobile,Healthcare,
8726,CUST_1368BA1A,Paid Search,2025-04-05,02:25:08,False,True,8,8,110,1,10.4858,True,4800,MEA,Mobile,Healthcare,Enterprise Plan
8727,CUST_3323FE11,Paid Social,2024-09-18,20:53:16,True,True,1,1,348,1,5.7969,False,0,Europe,Mobile,Retail,
8728,CUST_05A70454,Paid Social,2024-02-27,13:29:53,True,False,1,2,258,1,7.4033,False,0,APAC,Desktop,Education,
8729,CUST_05A70454,Influencer,2024-03-05,14:37:19,False,True,2,2,85,3,2.4533,False,0,APAC,Desktop,Education,
8730,CUST_01894D6F,Paid Social,2025-04-28,05:59:14,True,True,1,1,59,2,3.6181,False,0,MEA,Tablet,Logistics,
8731,CUST_F3D9DE86,Email,2024-01-28,17:12:42,True,False,1,3,44,4,0.9739,False,0,North America,Mobile,Finance,
8732,CUST_F3D9DE86,Email,2024-03-14,04:58:34,False,False,2,3,362,2,0.919,False,0,North America,Mobile,Finance,
8733,CUST_F3D9DE86,Direct,2024-03-27,04:04:14,False,True,3,3,134,5,0.1654,True,1200,North America,Mobile,Finance,Pro Plan
8734,CUST_02E656AD,Paid Social,2024-09-02,04:47:09,True,False,1,3,16,1,3.9187,False,0,LATAM,Desktop,Education,
8735,CUST_02E656AD,Direct,2024-09-03,00:50:43,False,False,2,3,76,4,0.1531,False,0,LATAM,Desktop,Education,
8736,CUST_02E656AD,Paid Social,2024-09-04,23:35:12,False,True,3,3,7,3,6.6266,False,0,LATAM,Desktop,Education,
8737,CUST_5938B4D0,Organic Search,2024-06-24,04:39:05,True,True,1,1,62,9,0.4044,False,0,MEA,Mobile,Retail,
8738,CUST_B5C01503,Organic Search,2024-06-21,08:22:28,True,False,1,3,315,8,0.8592,False,0,MEA,Desktop,Education,
8739,CUST_B5C01503,Paid Search,2024-07-13,13:27:09,False,False,2,3,42,1,2.7949,False,0,MEA,Desktop,Education,
8740,CUST_B5C01503,Paid Search,2024-08-06,19:55:42,False,True,3,3,109,2,10.1852,True,360,MEA,Desktop,Education,Starter Plan
8741,CUST_B0DF2270,Paid Social,2024-01-03,20:41:32,True,False,1,2,22,3,5.6471,False,0,North America,Mobile,Retail,
8742,CUST_B0DF2270,Paid Search,2024-01-14,12:31:50,False,True,2,2,32,6,9.1606,False,0,North America,Mobile,Retail,
8743,CUST_13111C20,Paid Search,2024-05-16,00:56:12,True,False,1,11,157,6,8.9156,False,0,LATAM,Desktop,Education,
8744,CUST_13111C20,Affiliate,2024-05-16,05:13:44,False,False,2,11,92,5,3.8867,False,0,LATAM,Desktop,Education,
8745,CUST_13111C20,Email,2024-05-17,07:41:14,False,False,3,11,78,8,0.5575,False,0,LATAM,Desktop,Education,
8746,CUST_13111C20,Paid Search,2024-05-18,21:54:55,False,False,4,11,23,3,7.7894,False,0,LATAM,Desktop,Education,
8747,CUST_13111C20,Affiliate,2024-05-19,21:48:15,False,False,5,11,506,4,3.2559,False,0,LATAM,Desktop,Education,
8748,CUST_13111C20,Influencer,2024-05-20,22:06:52,False,False,6,11,52,3,2.72,False,0,LATAM,Desktop,Education,
8749,CUST_13111C20,Paid Social,2024-05-21,18:58:21,False,False,7,11,0,2,5.619,False,0,LATAM,Desktop,Education,
8750,CUST_13111C20,Paid Search,2024-05-26,02:28:52,False,False,8,11,201,5,8.7032,False,0,LATAM,Desktop,Education,
8751,CUST_13111C20,Paid Search,2024-05-26,12:11:48,False,False,9,11,151,2,11.3328,False,0,LATAM,Desktop,Education,
8752,CUST_13111C20,Paid Search,2024-05-26,15:03:55,False,False,10,11,88,2,10.0263,False,0,LATAM,Desktop,Education,
8753,CUST_13111C20,Affiliate,2024-05-29,16:30:07,False,True,11,11,61,3,2.5099,True,4800,LATAM,Desktop,Education,Enterprise Plan
8754,CUST_D2A27E83,Display Ads,2024-06-10,05:10:19,True,False,1,2,122,2,4.7136,False,0,Europe,Mobile,Healthcare,
8755,CUST_D2A27E83,Paid Social,2024-07-13,07:29:16,False,True,2,2,75,5,2.7268,False,0,Europe,Mobile,Healthcare,
8756,CUST_598920E1,Email,2025-03-04,22:04:12,True,False,1,3,66,8,0.6332,False,0,LATAM,Desktop,Logistics,
8757,CUST_598920E1,Video Ads,2025-03-06,05:02:00,False,False,2,3,686,16,7.0498,False,0,LATAM,Desktop,Logistics,
8758,CUST_598920E1,Email,2025-03-14,15:03:14,False,True,3,3,224,4,1.0937,False,0,LATAM,Desktop,Logistics,
8759,CUST_934B5358,Paid Social,2024-12-09,17:51:21,True,False,1,3,196,4,6.3319,False,0,APAC,Desktop,Education,
8760,CUST_934B5358,Paid Search,2024-12-10,16:46:52,False,False,2,3,6,13,9.4091,False,0,APAC,Desktop,Education,
8761,CUST_934B5358,Display Ads,2024-12-18,23:49:55,False,True,3,3,23,12,2.3605,False,0,APAC,Desktop,Education,
8762,CUST_04048AEC,Organic Search,2024-06-21,03:31:25,True,False,1,3,146,9,0.8043,False,0,LATAM,Desktop,Education,
8763,CUST_04048AEC,Video Ads,2024-06-27,14:55:58,False,False,2,3,4,7,6.3039,False,0,LATAM,Desktop,Education,
8764,CUST_04048AEC,Paid Search,2024-07-04,23:42:30,False,True,3,3,25,4,8.3878,False,0,LATAM,Desktop,Education,
8765,CUST_8CA8DA41,Email,2024-05-12,07:34:28,True,False,1,3,13,7,0.8206,False,0,North America,Desktop,Logistics,
8766,CUST_8CA8DA41,Influencer,2024-05-23,21:04:01,False,False,2,3,148,5,3.6907,False,0,North America,Desktop,Logistics,
8767,CUST_8CA8DA41,Paid Social,2024-06-05,20:54:42,False,True,3,3,261,4,5.5835,True,240,North America,Desktop,Logistics,Add-on Bundle
8768,CUST_443DEC30,Video Ads,2024-08-04,05:34:14,True,True,1,1,34,3,4.431,False,0,Europe,Desktop,Tech,
8769,CUST_01EEE509,Email,2024-05-08,03:56:24,True,True,1,1,29,6,0.3526,False,0,Europe,Desktop,Tech,
8770,CUST_EFDF562C,Video Ads,2024-06-24,18:29:03,True,True,1,1,79,6,3.6554,False,0,APAC,Mobile,Media,
8771,CUST_4AE67A7D,Organic Search,2024-01-01,01:25:50,True,False,1,5,75,3,1.1604,False,0,North America,Desktop,Education,
8772,CUST_4AE67A7D,Paid Search,2024-01-02,15:21:03,False,False,2,5,449,17,7.4241,False,0,North America,Desktop,Education,
8773,CUST_4AE67A7D,Paid Social,2024-01-03,15:49:25,False,False,3,5,148,11,7.3404,False,0,North America,Desktop,Education,
8774,CUST_4AE67A7D,Paid Social,2024-01-05,13:49:12,False,False,4,5,214,3,2.9492,False,0,North America,Desktop,Education,
8775,CUST_4AE67A7D,Affiliate,2024-01-06,08:52:57,False,True,5,5,14,3,1.2281,True,1200,North America,Desktop,Education,Pro Plan
8776,CUST_6CD9313E,Email,2024-03-06,05:50:00,True,False,1,4,208,1,0.6747,False,0,MEA,Desktop,Healthcare,
8777,CUST_6CD9313E,Video Ads,2024-03-28,23:24:14,False,False,2,4,7,8,6.8616,False,0,MEA,Desktop,Healthcare,
8778,CUST_6CD9313E,Paid Search,2024-04-06,08:24:25,False,False,3,4,30,7,2.6223,False,0,MEA,Desktop,Healthcare,
8779,CUST_6CD9313E,Organic Search,2024-04-15,05:39:33,False,True,4,4,725,1,1.4802,True,4800,MEA,Desktop,Healthcare,Enterprise Plan
8780,CUST_329E6581,Paid Search,2024-01-01,10:13:40,True,False,1,3,402,1,2.9598,False,0,MEA,Mobile,Education,
8781,CUST_329E6581,Paid Search,2024-01-06,03:04:27,False,False,2,3,176,1,8.3049,False,0,MEA,Mobile,Education,
8782,CUST_329E6581,Paid Search,2024-01-08,06:51:14,False,True,3,3,76,10,11.7906,True,1200,MEA,Mobile,Education,Pro Plan
8783,CUST_2A8A8124,Organic Search,2025-03-08,20:27:36,True,True,1,1,148,1,1.0703,False,0,Europe,Desktop,Tech,
8784,CUST_3E6260B8,Direct,2024-09-20,05:40:56,True,False,1,6,47,2,0.2744,False,0,APAC,Tablet,Retail,
8785,CUST_3E6260B8,Paid Search,2024-09-20,06:19:42,False,False,2,6,51,3,9.3369,False,0,APAC,Tablet,Retail,
8786,CUST_3E6260B8,Paid Search,2024-09-20,14:32:39,False,False,3,6,3,8,7.4981,False,0,APAC,Tablet,Retail,
8787,CUST_3E6260B8,Organic Search,2024-09-20,16:54:01,False,False,4,6,67,3,1.0161,False,0,APAC,Tablet,Retail,
8788,CUST_3E6260B8,Email,2024-09-20,17:28:17,False,False,5,6,227,4,0.2718,False,0,APAC,Tablet,Retail,
8789,CUST_3E6260B8,Paid Search,2024-09-20,20:17:29,False,True,6,6,112,8,10.9933,True,1200,APAC,Tablet,Retail,Pro Plan
8790,CUST_E0F7A4D0,Paid Social,2025-04-30,06:34:13,True,True,1,1,146,5,6.0463,False,0,Europe,Mobile,Retail,
8791,CUST_653AC11C,Organic Search,2024-01-01,02:45:55,True,False,1,10,139,2,0.6173,False,0,APAC,Mobile,Healthcare,
8792,CUST_653AC11C,Organic Search,2024-01-06,05:47:49,False,False,2,10,122,10,1.4683,False,0,APAC,Mobile,Healthcare,
8793,CUST_653AC11C,Organic Search,2024-01-06,23:55:36,False,False,3,10,198,9,0.4691,False,0,APAC,Mobile,Healthcare,
8794,CUST_653AC11C,Organic Search,2024-01-07,20:17:59,False,False,4,10,26,3,0.7239,False,0,APAC,Mobile,Healthcare,
8795,CUST_653AC11C,Display Ads,2024-01-08,10:20:14,False,False,5,10,180,5,6.0567,False,0,APAC,Mobile,Healthcare,
8796,CUST_653AC11C,Email,2024-01-09,20:38:13,False,False,6,10,7,3,0.8191,False,0,APAC,Mobile,Healthcare,
8797,CUST_653AC11C,Organic Search,2024-01-13,22:46:25,False,False,7,10,68,7,0.4368,False,0,APAC,Mobile,Healthcare,
8798,CUST_653AC11C,Direct,2024-01-15,02:22:40,False,False,8,10,975,1,0.2014,False,0,APAC,Mobile,Healthcare,
8799,CUST_653AC11C,Paid Social,2024-01-15,05:09:15,False,False,9,10,298,1,4.4575,False,0,APAC,Mobile,Healthcare,
8800,CUST_653AC11C,Paid Search,2024-01-16,04:10:34,False,True,10,10,100,2,3.8129,True,1200,APAC,Mobile,Healthcare,Pro Plan
8801,CUST_B0B79DA5,Paid Social,2024-02-10,14:51:36,True,False,1,2,137,7,2.4191,False,0,Europe,Mobile,Media,
8802,CUST_B0B79DA5,Display Ads,2024-02-22,03:01:36,False,True,2,2,125,1,2.5053,False,0,Europe,Mobile,Media,
8803,CUST_3DD94242,Paid Social,2024-09-18,10:16:05,True,False,1,3,102,3,3.102,False,0,North America,Mobile,Education,
8804,CUST_3DD94242,Paid Social,2024-10-25,07:35:53,False,False,2,3,446,2,4.5381,False,0,North America,Mobile,Education,
8805,CUST_3DD94242,Paid Social,2024-10-31,16:27:55,False,True,3,3,35,6,1.9315,False,0,North America,Mobile,Education,
8806,CUST_B166B57D,Affiliate,2024-11-27,03:06:07,True,False,1,3,455,9,1.0469,False,0,APAC,Desktop,Logistics,
8807,CUST_B166B57D,Paid Search,2024-12-20,12:49:59,False,False,2,3,185,7,11.5042,False,0,APAC,Desktop,Logistics,
8808,CUST_B166B57D,Paid Social,2024-12-26,01:51:56,False,True,3,3,121,8,5.9373,False,0,APAC,Desktop,Logistics,
8809,CUST_29523510,Paid Search,2024-01-05,23:35:01,True,False,1,11,447,1,6.327,False,0,Europe,Desktop,Media,
8810,CUST_29523510,Organic Search,2024-01-07,17:56:27,False,False,2,11,122,2,0.4047,False,0,Europe,Desktop,Media,
8811,CUST_29523510,Paid Search,2024-01-10,13:51:52,False,False,3,11,1105,6,6.2166,False,0,Europe,Desktop,Media,
8812,CUST_29523510,Paid Search,2024-01-20,01:24:31,False,False,4,11,82,2,10.6477,False,0,Europe,Desktop,Media,
8813,CUST_29523510,Video Ads,2024-01-22,01:42:46,False,False,5,11,296,4,6.2211,False,0,Europe,Desktop,Media,
8814,CUST_29523510,Organic Search,2024-01-29,02:58:40,False,False,6,11,615,3,1.5279,False,0,Europe,Desktop,Media,
8815,CUST_29523510,Display Ads,2024-01-31,14:14:01,False,False,7,11,131,19,2.3633,False,0,Europe,Desktop,Media,
8816,CUST_29523510,Display Ads,2024-02-08,20:57:34,False,False,8,11,173,5,2.7146,False,0,Europe,Desktop,Media,
8817,CUST_29523510,Email,2024-02-11,11:48:22,False,False,9,11,159,2,0.4124,False,0,Europe,Desktop,Media,
8818,CUST_29523510,Email,2024-02-14,15:43:19,False,False,10,11,225,8,0.9815,False,0,Europe,Desktop,Media,
8819,CUST_29523510,Paid Social,2024-02-15,14:54:02,False,True,11,11,6,8,3.0978,True,360,Europe,Desktop,Media,Starter Plan
8820,CUST_487D4C6A,Paid Search,2025-01-30,06:36:07,True,False,1,11,131,4,8.8792,False,0,Europe,Desktop,Tech,
8821,CUST_487D4C6A,Affiliate,2025-02-01,10:50:31,False,False,2,11,127,6,2.1574,False,0,Europe,Desktop,Tech,
8822,CUST_487D4C6A,Paid Search,2025-02-03,13:44:25,False,False,3,11,171,1,3.101,False,0,Europe,Desktop,Tech,
8823,CUST_487D4C6A,Display Ads,2025-02-03,16:17:49,False,False,4,11,513,7,5.5254,False,0,Europe,Desktop,Tech,
8824,CUST_487D4C6A,Display Ads,2025-02-03,23:56:48,False,False,5,11,518,1,4.8402,False,0,Europe,Desktop,Tech,
8825,CUST_487D4C6A,Influencer,2025-02-04,03:26:45,False,False,6,11,118,1,2.0217,False,0,Europe,Desktop,Tech,
8826,CUST_487D4C6A,Display Ads,2025-02-05,20:36:53,False,False,7,11,5,4,6.0753,False,0,Europe,Desktop,Tech,
8827,CUST_487D4C6A,Paid Search,2025-02-07,00:05:37,False,False,8,11,19,1,5.7042,False,0,Europe,Desktop,Tech,
8828,CUST_487D4C6A,Email,2025-02-09,11:31:10,False,False,9,11,20,12,0.4555,False,0,Europe,Desktop,Tech,
8829,CUST_487D4C6A,Email,2025-02-11,01:57:43,False,False,10,11,17,6,0.4398,False,0,Europe,Desktop,Tech,
8830,CUST_487D4C6A,Video Ads,2025-02-13,08:45:00,False,True,11,11,334,8,4.0593,True,1200,Europe,Desktop,Tech,Pro Plan
8831,CUST_D4DD111A,Video Ads,2025-02-12,18:22:45,True,False,1,4,106,1,7.1051,False,0,APAC,Mobile,Education,
8832,CUST_D4DD111A,Affiliate,2025-03-05,00:53:39,False,False,2,4,79,1,3.266,False,0,APAC,Mobile,Education,
8833,CUST_D4DD111A,Direct,2025-03-05,23:47:08,False,False,3,4,6,1,0.1125,False,0,APAC,Mobile,Education,
8834,CUST_D4DD111A,Organic Search,2025-04-12,04:47:49,False,True,4,4,362,3,1.1235,False,0,APAC,Mobile,Education,
8835,CUST_B6E32320,Email,2024-04-15,19:38:42,True,False,1,4,198,7,0.2286,False,0,Europe,Desktop,Finance,
8836,CUST_B6E32320,Paid Search,2024-04-27,05:35:44,False,False,2,4,3,1,9.3923,False,0,Europe,Desktop,Finance,
8837,CUST_B6E32320,Display Ads,2024-05-20,16:22:36,False,False,3,4,16,6,1.722,False,0,Europe,Desktop,Finance,
8838,CUST_B6E32320,Video Ads,2024-06-05,13:15:36,False,True,4,4,232,2,4.1237,False,0,Europe,Desktop,Finance,
8839,CUST_1A3F91FE,Organic Search,2024-09-24,20:01:12,True,False,1,4,402,4,0.5539,False,0,MEA,Mobile,Tech,
8840,CUST_1A3F91FE,Direct,2024-10-03,11:02:06,False,False,2,4,218,7,0.0965,False,0,MEA,Mobile,Tech,
8841,CUST_1A3F91FE,Email,2024-10-10,18:24:44,False,False,3,4,146,2,0.5161,False,0,MEA,Mobile,Tech,
8842,CUST_1A3F91FE,Paid Search,2024-10-11,19:03:36,False,True,4,4,91,6,3.1172,False,0,MEA,Mobile,Tech,
8843,CUST_90AEF91F,Video Ads,2024-12-05,15:49:12,True,False,1,3,503,6,3.237,False,0,APAC,Tablet,Retail,
8844,CUST_90AEF91F,Email,2024-12-20,22:52:05,False,False,2,3,52,1,0.5332,False,0,APAC,Tablet,Retail,
8845,CUST_90AEF91F,Paid Social,2025-01-08,13:15:56,False,True,3,3,21,3,3.4065,False,0,APAC,Tablet,Retail,
8846,CUST_3147DA8A,Organic Search,2024-04-18,21:36:09,True,False,1,2,23,11,0.5865,False,0,North America,Mobile,Manufacturing,
8847,CUST_3147DA8A,Affiliate,2024-04-27,17:20:03,False,True,2,2,46,1,1.2892,False,0,North America,Mobile,Manufacturing,
8848,CUST_10907813,Video Ads,2024-05-27,08:19:46,True,False,1,2,416,8,3.4547,False,0,MEA,Desktop,Logistics,
8849,CUST_10907813,Email,2024-06-29,02:19:11,False,True,2,2,61,2,0.853,False,0,MEA,Desktop,Logistics,
8850,CUST_758A0661,Direct,2024-04-29,01:40:45,True,False,1,11,565,5,0.1757,False,0,LATAM,Desktop,Healthcare,
8851,CUST_758A0661,Paid Search,2024-05-01,03:09:29,False,False,2,11,116,1,3.7938,False,0,LATAM,Desktop,Healthcare,
8852,CUST_758A0661,Paid Search,2024-05-01,17:54:09,False,False,3,11,125,2,9.4013,False,0,LATAM,Desktop,Healthcare,
8853,CUST_758A0661,Influencer,2024-05-03,13:48:07,False,False,4,11,508,13,5.145,False,0,LATAM,Desktop,Healthcare,
8854,CUST_758A0661,Affiliate,2024-05-03,23:34:14,False,False,5,11,234,12,1.4652,False,0,LATAM,Desktop,Healthcare,
8855,CUST_758A0661,Direct,2024-05-05,08:39:07,False,False,6,11,43,7,0.1824,False,0,LATAM,Desktop,Healthcare,
8856,CUST_758A0661,Email,2024-05-05,13:36:03,False,False,7,11,218,2,1.0044,False,0,LATAM,Desktop,Healthcare,
8857,CUST_758A0661,Paid Social,2024-05-06,18:50:47,False,False,8,11,176,3,3.0359,False,0,LATAM,Desktop,Healthcare,
8858,CUST_758A0661,Email,2024-05-07,21:01:25,False,False,9,11,21,1,0.8167,False,0,LATAM,Desktop,Healthcare,
8859,CUST_758A0661,Paid Search,2024-05-08,04:37:19,False,False,10,11,53,4,5.7884,False,0,LATAM,Desktop,Healthcare,
8860,CUST_758A0661,Affiliate,2024-05-09,22:07:49,False,True,11,11,207,6,1.9212,True,4800,LATAM,Desktop,Healthcare,Enterprise Plan
8861,CUST_DF1F1D20,Paid Search,2024-08-18,08:48:43,True,False,1,4,132,8,9.8972,False,0,MEA,Mobile,Education,
8862,CUST_DF1F1D20,Paid Social,2024-09-01,08:03:08,False,False,2,4,160,2,5.8649,False,0,MEA,Mobile,Education,
8863,CUST_DF1F1D20,Paid Social,2024-09-09,08:00:39,False,False,3,4,206,2,7.1617,False,0,MEA,Mobile,Education,
8864,CUST_DF1F1D20,Organic Search,2024-09-10,04:42:04,False,True,4,4,111,2,1.6581,False,0,MEA,Mobile,Education,
8865,CUST_BE6C7B09,Paid Social,2024-10-19,17:53:11,True,True,1,1,36,5,2.0376,False,0,LATAM,Mobile,Retail,
8866,CUST_243FACB2,Paid Social,2024-05-21,19:47:45,True,False,1,4,44,6,3.0598,False,0,APAC,Desktop,Logistics,
8867,CUST_243FACB2,Video Ads,2024-06-27,10:38:31,False,False,2,4,148,5,2.7691,False,0,APAC,Desktop,Logistics,
8868,CUST_243FACB2,Email,2024-07-12,20:56:06,False,False,3,4,275,6,0.9101,False,0,APAC,Desktop,Logistics,
8869,CUST_243FACB2,Paid Search,2024-07-16,18:13:25,False,True,4,4,141,2,4.3745,False,0,APAC,Desktop,Logistics,
8870,CUST_A07C2F3B,Organic Search,2024-10-20,23:08:59,True,True,1,1,183,16,0.8784,False,0,LATAM,Desktop,Logistics,
8871,CUST_D5E2C0AD,Paid Social,2024-04-23,00:54:10,True,False,1,5,137,2,6.5774,False,0,MEA,Tablet,Finance,
8872,CUST_D5E2C0AD,Paid Social,2024-04-25,14:19:49,False,False,2,5,318,3,5.1173,False,0,MEA,Tablet,Finance,
8873,CUST_D5E2C0AD,Organic Search,2024-04-28,08:02:44,False,False,3,5,7,7,0.4959,False,0,MEA,Tablet,Finance,
8874,CUST_D5E2C0AD,Direct,2024-04-30,17:45:10,False,False,4,5,481,4,0.129,False,0,MEA,Tablet,Finance,
8875,CUST_D5E2C0AD,Paid Search,2024-06-08,19:38:24,False,True,5,5,149,3,6.4816,True,240,MEA,Tablet,Finance,Add-on Bundle
8876,CUST_635440AF,Paid Search,2024-08-24,13:05:20,True,False,1,11,123,2,4.5305,False,0,LATAM,Mobile,Tech,
8877,CUST_635440AF,Email,2024-08-30,15:21:40,False,False,2,11,5,1,0.5493,False,0,LATAM,Mobile,Tech,
8878,CUST_635440AF,Email,2024-09-09,23:28:25,False,False,3,11,81,2,0.5752,False,0,LATAM,Mobile,Tech,
8879,CUST_635440AF,Affiliate,2024-09-13,03:04:23,False,False,4,11,248,2,1.4943,False,0,LATAM,Mobile,Tech,
8880,CUST_635440AF,Video Ads,2024-09-14,20:33:31,False,False,5,11,82,7,5.8455,False,0,LATAM,Mobile,Tech,
8881,CUST_635440AF,Paid Social,2024-09-27,21:05:58,False,False,6,11,30,5,2.8743,False,0,LATAM,Mobile,Tech,
8882,CUST_635440AF,Organic Search,2024-10-04,06:21:48,False,False,7,11,27,1,1.5532,False,0,LATAM,Mobile,Tech,
8883,CUST_635440AF,Paid Social,2024-10-07,00:54:05,False,False,8,11,22,2,8.1608,False,0,LATAM,Mobile,Tech,
8884,CUST_635440AF,Video Ads,2024-10-19,16:34:43,False,False,9,11,292,2,7.208,False,0,LATAM,Mobile,Tech,
8885,CUST_635440AF,Influencer,2024-10-24,21:45:58,False,False,10,11,151,1,5.0858,False,0,LATAM,Mobile,Tech,
8886,CUST_635440AF,Influencer,2024-10-27,05:19:35,False,True,11,11,138,4,4.0241,True,1200,LATAM,Mobile,Tech,Pro Plan
8887,CUST_CE6C9230,Paid Search,2024-10-15,04:50:14,True,False,1,5,298,3,4.2806,False,0,LATAM,Mobile,Retail,
8888,CUST_CE6C9230,Email,2024-10-15,14:51:06,False,False,2,5,137,1,1.0718,False,0,LATAM,Mobile,Retail,
8889,CUST_CE6C9230,Paid Social,2024-10-16,00:06:03,False,False,3,5,379,3,7.5848,False,0,LATAM,Mobile,Retail,
8890,CUST_CE6C9230,Direct,2024-10-17,07:11:06,False,False,4,5,5,2,0.0613,False,0,LATAM,Mobile,Retail,
